museum_reference,title,description,date,style_culture,image,interpretation,GenAIinterpretation,tokens_used,wordCount,GenAIwordCount,sentenceCount,GenAIsentenceCount,fleschReadingEase,genAIfleschReadingEase,mcalpineEFLAW,genAImcalpineEFLAW,flairSentiment,flairScore,GenAIflairSentiment,GenAIflairScore,vadarNeg,vadarPos,vadarNeu,vadarCompound,GenAIvadarNeg,GenAIvadarPos,GenAIvadarNeu,GenAIvadarCompound,countTermsDetected,terms,issues,sources,genAIcountTermsDetected,genAIterms,genAIissues,genAIsources
A.558.39,Dress,"Dress, of tanned smoked caribou skin, with slit neck and shirt-type collar tying with thongs, and rectangular cape hanging from shoulders across back, decorated with thongs wrapped with red and white porcupine quills, part of a woman's summer outfit: North America, Canada, Northwest Territories, Great Slave Lake, Tłı̨chǫ, 1860",c. 1860,"Tłı̨chǫ, Athapaskan",A.558.39.png,"This outfit of smoked caribou skin was probably everyday wear. It is lightweight and protected the wearer from biting insects. The materials and style are traditional, but some elements, the collar and cuffs, reflect European influence. Decoration is minimal, although the belt of woven porcupine quills is exquisitely worked.","This Tłı̨chǫ woman’s dress, crafted from tanned and smoked caribou skin, connects us to life on the land near Great Slave Lake around 1860. The delicately wrapped porcupine quills show incredible artistry and care. Designed for summer, this outfit speaks of tradition, identity, and resourcefulness—honoring the land and the women who wore such garments with pride and skill. Imagine the stories woven into every stitch and fringe, celebrating a living culture.",1337,49,71,4,4,40.740025510204106,52.98213028169016,16.25,22.25,POSITIVE,0.9897542595863342,POSITIVE,0.9999361038208008,0.0,0.039,0.961,0.2382,0.0,0.192,0.808,0.9371,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.558.58,Snowshoe,"Model snowshoe, one of a pair, of wood and babiche: North America, Canada, Northwest Territories, Great Slave Lake, Fort Rae, Tłı̨chǫ, c. 1860",c. 1860,"Tłı̨chǫ, Athapaskan",A.558.58.png,"Snowshoes were essential to winter travel and hunting. Styles and sizes varied, made for different types of snow and activity. This style was used for breaking a trail and hunting in deep powdery snow. The wide surface and upturned end prevented the wearer from sinking too deep into the snow.","Light and strong, these snowshoes were crafted by the Tłı̨chǫ people around 1860 to help travellers cross deep winter snows near Great Slave Lake. Woven from wood and babiche (animal sinew), they reflect both the resourcefulness and knowledge of their makers. Imagine the footsteps of hunters or families, gliding over frozen landscapes—these objects connect us to enduring skills, adaptation, and lifeways shaped by northern climates.",1297,50,65,4,3,68.93950000000002,52.08641025641026,16.75,26.666666666666668,POSITIVE,0.9993897676467896,POSITIVE,0.999964714050293,0.0,0.022,0.978,0.0258,0.0,0.14,0.86,0.8779,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.558.61,Dog harness,"Dog harness, consisting of a padded collar of tanned caribou skin with two traces of skin for fastening the dog to the sled, joined by a piece across the back: North America, Canada, Northwest Territories, Great Slave Lake, Fort Rae, Tłı̨chǫ, c. 1860",c. 1860,"Tłı̨chǫ, Athapaskan",A.558.61.png,"Dene travelled long distances in winter, carrying infants and household goods on their backs or pulling them on toboggans. Dog teams were introduced by European fur traders and soon became a part of Dene life. Dog teams are still important, though they are mainly kept for competitive racing.","This dog harness, made from tanned caribou skin around 1860, was crafted by Tłı̨chǫ people of the Northwest Territories. It reflects the deep relationship between humans and sled dogs in the North, where harnesses like this enabled travel, trade, and survival across snowy landscapes. Look closely at the careful stitching and padding—evidence of care for both tool and animal. What stories could this harness tell of journeys across Great Slave Lake?",1319,48,71,3,4,61.932500000000005,60.13142605633806,21.0,22.25,POSITIVE,0.985956072807312,POSITIVE,0.9963340759277344,0.025,0.072,0.903,0.3182,0.0,0.145,0.855,0.886,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.558.45,Hunting bag,"Model hunting bag, of netted babiche, decorated with horizontal bands of red pigment, skin thongs wrapped with yellow quills, and red wool tassels: North America, Canada, Northwest Territories, Fort Simpson, Tłı̨chǫ, c. 1860",c. 1860,"Tłı̨chǫ, Athapaskan",A.558.45.png,"Netted bags made from babiche (caribou rawhide thong) were used to carry game or provisions. Light, durable and expandable, they were slung on the back or under the arm. Decoration was typically on the visible side and accentuated by movement.","This hunting bag, crafted by the Tłı̨chǫ people around 1860, tells a story of skill, tradition, and connection to the land. Made of netted babiche, it is decorated with red pigment, yellow quill-wrapped thongs, and red wool tassels. Carried on hunts, it once held essential tools. Notice the detailed decoration—a reflection of both ingenuity and cultural meaning woven into everyday life.",1307,40,61,3,4,55.82666666666668,54.05461065573772,17.666666666666668,20.0,POSITIVE,0.9989063739776612,POSITIVE,0.9998441934585572,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.558.46,Hunting bag,"Hunting bag, of caribou leg-skins, sewn with sinew, with top of tanned caribou skin with a thong drawstring tie: North America, Canada, Northwest Territories, Fort Simpson, Tłı̨chǫ, c. 1860",c. 1860,"Tłı̨chǫ, Athapaskan",A.558.46.png,"No animal part was wasted. The leg skins of caribou and moose, for example, were used to make bags for storing sun-dried or smoke-dried meat.","Made by the Tłı̨chǫ people around 1860, this hunting bag from Fort Simpson was crafted from caribou leg-skins and skillfully sewn with sinew. Caribou were vital to Athapaskan life, providing food, clothing, and tools. This well-used bag reflects the resourcefulness and deep knowledge of the land and animals held by its maker, turning necessity into skilled, enduring craft.",1303,25,58,2,3,79.09150000000001,57.39442528735634,17.5,24.333333333333332,POSITIVE,0.9868287444114684,POSITIVE,0.9999754428863524,0.19,0.0,0.81,-0.6597,0.0,0.037,0.963,0.296,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.850.2,"Bag, smoking","Smoking bag, of tanned moose skin, lined with cotton print fabric and decorated with red and blue wool cloth, blue silk ribbon, green and white glass beads, blue and red wool tassels, and a fringe of skin thongs: North America, Canada, Northwest Territories, Fort Simpson, Tłı̨chǫ, c. 1862",c. 1862,"Tłı̨chǫ, Athapaskan",A.850.2.png,"Smoking bags typically contained supplies like flint, steel, tinder for fire making, a pipe and tobacco. They were suspended from the neck or folded over a belt.","Crafted by Tłı̨chǫ artisans around 1862, this smoking bag tells a story of resourcefulness and artistry. Made of tanned moose skin and lined with cotton, it is decorated with vibrant wool, silk ribbons, and intricate beadwork—materials that reflect trade and cultural exchange. Used to carry tobacco, such bags played a role in social and ceremonial life, connecting people through shared traditions. Explore the details and imagine the skilled hands that created and used it in the Northwest Territories of Canada.",1339,27,80,2,4,64.66583333333335,45.88750000000002,16.5,25.75,POSITIVE,0.6831958293914795,POSITIVE,0.9999608993530272,0.183,0.083,0.733,-0.4588,0.0,0.139,0.861,0.8689,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.686.1,Toboggan,"Model passenger toboggan, of birchwood with upturned front and upright back rest, the sides and part of the top filled in with caribou skin parchment: North America, Canada, Northwest Territories, Denesuline, c. 1861",c. 1861,"Denesuline, Athapaskan",A.686.1.png,"Early toboggans were pulled by hand. This type, introduced by fur traders, was designed to transport passengers and was pulled by a dog team.","This Denesuline toboggan, crafted around 1861 in the Northwest Territories, reflects both ingenuity and resourcefulness. Birchwood and caribou skin form a sturdy, protective vessel, designed to carry people or supplies across snowbound landscapes. Imagine its journey—gliding behind a team, vital for winter survival and connection. Each curve and stitch speaks of the makers’ deep relationship with the northern environment.",1289,24,59,2,4,74.805,31.267139830508484,17.0,18.5,POSITIVE,0.947096824645996,POSITIVE,0.9999446868896484,0.0,0.127,0.873,0.4939,0.0,0.038,0.962,0.296,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.848.43,Canoe,"Model canoe, constructed of birch bark over a wooden frame, the seams stitched with split spruce roots, with gunwales, covered prow and stern with dark green European paint: North America, Canada, Northwest Territories, Slavey, c. 1862",c. 1862,"Slavey, Athapaskan",A.848.43.png,"Birchbark canoes were ideal for long-distance travel on lakes and rivers. They were light and easy to steer, and they could be easily repaired from forest materials.","This birch bark model canoe, crafted by the Slavey people of the Northwest Territories around 1862, reflects expert knowledge of local materials. Split spruce roots stitch the seams, while dark green European paint marks contact with colonial traders. Canoes like this one were vital for travel, trade, and survival, connecting communities along the waterways. Imagine a journey through northern forests—balanced between tradition and adaptation.",1285,27,64,2,4,64.66583333333335,41.22312500000001,17.0,19.0,POSITIVE,0.9997997879981996,POSITIVE,0.9999791383743286,0.0,0.266,0.734,0.8271,0.0,0.072,0.928,0.5719,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.480.6,Headdress,"Man's headdress, of tanned caribou skin mounted with seventeen grizzly bears' claws, the edge of the skin band overstitched with quills: North America, Canada, Northwest Territories, Dene, c. 1859",c. 1859,"Subarctic, Dene, Tłı̨chǫ, Athapaskan",A.480.6.png,"For the Dene, travelling requires cultural knowledge. People are responsible to the spirits that occupy the land who can help or hinder human activity. Spirits of animals such as bears are especially powerful. Traditionally, a hunter wore bear claws to proclaim his hunting success and his good relations with the spirit world.","This striking headdress, crafted c. 1859 by the Dene Tłı̨chǫ people, weaves together tanned caribou skin and seventeen grizzly bear claws. Such headdresses honored hunters, reflecting both personal skill and the deep spiritual bonds between people and animals in Dene culture. Imagine the wearer—marked by resilience and respect for the land—moving through the northern forests, each claw a reminder of strength, tradition, and the living histories of the Subarctic.",1318,52,69,4,4,48.84384615384619,47.10016304347829,17.5,22.25,POSITIVE,0.9629710912704468,POSITIVE,0.9999823570251464,0.0,0.267,0.733,0.9371,0.0,0.134,0.866,0.8779,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.848.49,Charm,"Charm, consisting of two loops of reindeer leather, bound with quillwork and fringed with feathers, worsted and beads: North America, Canada, Northwest Territories, Slavey, or Kaska / Nahane c. 1862",c. 1862,"Slavey, Nahane, Kaska, Athapaskan",A.848.49.png,Good relations with the spirits were elicited through dreams and vision quests. Amulets made of materials representing a spirit helper showed this relationship and protected the wearer.,"This intricate charm, crafted from reindeer leather, quillwork, feathers, worsted, and beads, once held deep spiritual significance for the Slavey or Kaska/Nahane peoples of Canada’s Northwest Territories. Created around 1862, such charms were carried for protection or guidance, each material carefully chosen for its meaning. As you look closely at the bound loops and delicate fringes, consider the hands that made and used this charm—imbuing it with hopes, beliefs, and connections to land and tradition.",1311,27,75,2,3,36.46583333333336,43.84400000000002,16.5,31.666666666666668,POSITIVE,0.9990164041519164,POSITIVE,0.9998284578323364,0.0,0.422,0.578,0.9118,0.0,0.2,0.8,0.9153,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.850.4,Puberty Drinking Tube,"Puberty drinking tube, consisting of a swan's wing bone, decorated with a wrapping of braided porcupine quills and a fringe of thongs carrying blue and white beads: North America, Canada, Northwest Territories, Slavey, or Kaska / Nahane c. 1862",c. 1862,"Slavey, Athapaskan, Kaska",A.850.4.png,"Dene women carried out essential tasks and their training began in childhood. It intensified at puberty, when young women were thought to be spiritually powerful and lived and travelled apart. During this time they perfected sewing and quillwork skills and learned to be self-sufficient and industrious, qualities much admired in Dene society.","This puberty drinking tube, crafted from a swan’s wing bone and decorated with braided porcupine quills, thongs, and blue and white beads, marks a significant rite of passage for Slavey or Kaska youth in the Canadian Northwest Territories around 1862. Such objects connected young people to tradition, community, and the land, embodying stories of resilience, identity, and belonging. Consider how this carefully made tube helped guide individuals through an important life transition, linking past generations with those to come.",1319,52,79,3,3,41.19166666666669,31.25350210970467,22.333333333333332,32.333333333333336,POSITIVE,0.987131416797638,POSITIVE,0.9999651908874512,0.0,0.167,0.833,0.8689,0.0,0.066,0.934,0.4981,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
V.2007.85.1,Moccasin,"Child's moccasin, one of a pair, of animal hide, with beaded vamp in pink, blue and green design, with beaver fur trim: North America, Canada, Northwest Territories, Tłı̨chǫ, by Madeline Judas, 2007",2007,Tłı̨chǫ,V.2007.85.1.png,"Traditional Dene craft skills have evolved with the times. Some women carry on the ancient traditions of hide tanning, porcupine quillwork and skin sewing. Smoked hide mittens, moccasins and jackets decorated with floral beadwork are highly prized, given as gifts and worn on special occasions.","These child’s moccasins, crafted by Tłı̨chǫ artist Madeline Judas in 2007, blend tradition and care. Beaded with vivid pinks, blues, and greens, and trimmed in soft beaver fur, they celebrate Tłı̨chǫ artistry from Canada’s Northwest Territories. Each bead and stitch honours cultural identity, warmth, and the hopes invested in the next generation. Look closely: how do the colours and materials connect you to the hands that made them, and the child who wore them?",1323,45,74,3,4,54.37000000000003,61.15750000000001,18.333333333333332,24.0,POSITIVE,0.999411940574646,POSITIVE,0.999961256980896,0.108,0.123,0.769,0.4201,0.0,0.187,0.813,0.9423,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.848.12,Tunic,"Tunic, of tanned caribou skin, decorated with trade beads, dentalium shells and quilled fringe, part of a Gwich'in man's summer outfit: North America, Canada, Northwest Territories, Gwich'in, c. 1862",c. 1862,"Gwich'in, Athapaskan",A.848.12.png,"The plentiful use of trade goods in this summer outfit shows the absorption of imported materials into a distinctively Gwich' in style by the mid-19th century. An outfit with this many trade beads and dentalium shells reflected a man's wealth. It represented his hunting and trading abilities, while advertising his wife's skills as a tanner and seamstress.","This Gwich'in tunic, crafted around 1862 from tanned caribou skin and decorated with trade beads, dentalium shells, and quilled fringe, reflects the artistry and adaptability of its maker. Worn as part of a summer outfit, it reveals connections to trade, local resources, and cultural identity. Imagine the hands that stitched each bead, and the pride of its original wearer. Look closely: what do the patterns and materials tell you about Gwich'in traditions and life in the Northwest Territories?",1308,57,78,3,4,48.0342105263158,47.12711538461542,25.666666666666668,25.5,POSITIVE,0.9770143628120422,POSITIVE,0.9999828338623048,0.0,0.091,0.909,0.6369,0.027,0.058,0.915,0.3612,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1895.323,Bag,"Bag, of leather and sealskin, with bone stretcher and ivory fastenings: Americas, Greenland, Kingatak Island, Inuit, mid - late 19th century",Mid - late 19th century,"Arctic, Inuit",A.1895.323.png,The making and wearing of clothing and accessories changed seasonally. Clothing was made during the relevant hunting period. Caribou fur made lightweight and insulating clothing to be worn when it was cold and dry. Seal-fur clothing was waterproof and made after hunting on the ice.,"This Inuit bag, crafted from leather and sealskin with bone and ivory fastenings, comes from Kingatak Island, Greenland, in the mid–late 19th century. Durable and thoughtfully designed, such bags were used by Arctic peoples to safely carry valuable tools and personal items across harsh winter landscapes. Notice the careful stitching and strong materials—a testament to resourcefulness, skill, and the close relationship between Inuit communities and their environment.",1272,45,67,4,3,56.29625000000004,32.6442786069652,16.0,27.333333333333332,POSITIVE,0.7179230451583862,POSITIVE,0.9999804496765136,0.048,0.0,0.952,-0.296,0.037,0.179,0.784,0.875,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1895.407,Coat,"Woman's parka or coat, of young reindeer skin, wolverine fur, wolf's hair, ermine skin, an eagle feather and tags of babiche: North America, Canada, Northwest Territories, Mackenzie Territory, Peel River, Mackenzie Delta Inuit",1930s,"Arctic, Inuit, Mackenzie Delta Inuit, Athapaskan",A.1895.407.png,"Inuit women of the territory around the Mackenzie River delta wore fine clothing with harmonious and detailed patterning of wolverine, wolf and ermine furs.","Crafted by Mackenzie Delta Inuit women in the 1930s, this parka blends reindeer skin, wolverine fur, wolf hair, ermine, eagle feather, and babiche tags. Each material speaks to resourcefulness and deep knowledge of the Arctic environment. Traditionally worn for warmth during harsh winters, this coat reflects cultural identity, connection to the land, and the artistry passed through generations. What details can you notice about how function and beauty are woven together in its design?",1309,24,74,1,4,27.37500000000003,44.00885135135138,30.0,23.75,POSITIVE,0.9997175335884094,POSITIVE,0.9999651908874512,0.0,0.179,0.821,0.5859,0.062,0.083,0.855,0.4019,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1934.289,Oomiak,"Flat bottomed model oomiak (boat), of sealskin, stretched over a wooden framework, commissioned by Isobel Wylie Hutchison: North America, South Greenland, Nanortalik, Kalaallit, c. 1927",c. 1927,Kalaallit,A.1934.289.png,"The umiaq is a large flat-bottomed boat used throughout the Arctic. In Greenland, umiaqs are crewed by woman, shown here wearing distinctive traditional dress.","This model oomiak—a flat-bottomed boat crafted from sealskin stretched over wood—was commissioned by explorer Isobel Wylie Hutchison in South Greenland around 1927. For the Kalaallit people, oomiaks were essential for travel, hunting, and community life. Imagine long journeys across Arctic waters, each oar stroke connecting families and traditions. Through this miniature, you glimpse the endurance and ingenuity of Kalaallit culture—stories woven with every rib and seam.",1287,24,66,2,4,60.70500000000001,29.86022727272729,15.5,20.0,POSITIVE,0.9969891905784608,POSITIVE,0.9999570846557616,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1937.223,Ear ornament,"Ear ornaments, of ivory, with pendants of glass beads united by a string of beads: North America, USA, Alaska, Nunivak Island, Yup'ik, 1930s",1930s,Yup'ik,A.1937.223.png,"Jewellery honoured the souls of animals, enchanting them with pleasing sounds or lulling them to be hunted. It was worn as decoration and for protection. Before the trade in beads and metal, jewellery was made of animal fur, bones, teeth and claws.","These striking ivory ear ornaments, linked by a string of colorful glass beads, were crafted by Yup'ik people of Nunivak Island in the 1930s. Each bead was likely chosen with care, reflecting personal taste and cultural traditions. Such ornaments were worn for both beauty and identity, linking the wearer to their community and heritage. Look closely—how do the materials and colors convey stories of Yup'ik life in Alaska?",1274,42,68,3,4,69.75357142857145,50.2388235294118,19.666666666666668,22.0,POSITIVE,0.9991594552993774,POSITIVE,0.999910831451416,0.046,0.138,0.816,0.6597,0.03,0.096,0.874,0.7003,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1937.236,Mask,"Composite mask, representing half-human, half-animal spirits, wood and feather: North America, USA, Alaska, Nunivak Island, Yup'ik, 1930s",1930s,Yup'ik,A.1937.236.png,"The Yup'ik believe in beings that straddle different worlds. This mask is of an ircinrrar, a spirit who is half-man and half-wolf.","Carved by a Yup’ik artist from Nunivak Island in the 1930s, this composite mask blends human and animal forms, reflecting beliefs in spirit connections and transformation. Used in ceremonial dances, the mask invokes ancestral and animal guardians who guide and protect the community. Look closely—each element, from feathers to outstretched hands, invites you to imagine the shifting boundaries between people, animals, and the spirit world.",1269,22,65,2,3,72.61545454545457,36.46794871794873,15.5,28.0,NEGATIVE,0.9897090792655944,POSITIVE,0.9999667406082152,0.0,0.078,0.922,0.1779,0.0,0.09,0.91,0.6124,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.UC.203,Mask,"Mask, of wood, of a human face, possibly a breast pendant, may be connected to preparations or celebrations surrounding a whale hunt: North America, USA, Alaska, Inupiat, 1820s",1820s,"Iñupiaq, Yup'ik",A.UC.203.png,"This lifelike mask is possibly a breast pendant. It may be connected to the preparations or celebrations surrounding a whale hunt which, even today, is dangerous and spiritually charged.","Carved in the 1820s by the Iñupiaq or Yup’ik peoples of Alaska, this wooden mask may have been worn as a pendant during whale hunt ceremonies. Masks like this connected the community to the spirit world, honoring animals and ancestors. Look closely: whose face might this evoke, and what stories might it have witnessed in the harsh Arctic landscape? Notice its human features, inviting us to imagine its role in tradition and survival.",1284,29,73,2,4,43.33818965517244,57.35508561643837,20.0,24.0,POSITIVE,0.7134236097335815,POSITIVE,0.999907612800598,0.164,0.0,0.836,-0.5994,0.063,0.121,0.816,0.5719,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1901.81,Drill bow,"Bow drill, of walrus ivory, engraved on both sides with hunting scenes: North America, USA, Alaska, Inupiat, 19th century",19th century,"Iñupiaq, Yup'ik",A.1901.81.png,"Bow drills were men's tools made of walrus ivory or bone. Generally bow drill handles were plain, but amongst the Inupiat they had detailed personal engravings. These intimate hunting scenes and animal tallies give us a direct insight into Inupiat male experience.","This 19th-century drill bow, carved from walrus ivory, comes from the Iñupiaq and Yup'ik peoples of Alaska. Engraved with vibrant hunting scenes, it tells stories of daily life and survival in the Arctic. Imagine the hands that shaped and used this tool, connecting generations through artistry, tradition, and ingenuity. What details do you notice in the carvings?",1263,42,57,3,4,45.582142857142856,52.855460526315795,17.333333333333332,18.25,POSITIVE,0.9998841285705566,POSITIVE,0.999980330467224,0.0,0.0,1.0,0.0,0.0,0.057,0.943,0.5267,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1993.124,Harpoon counterweight,"Harpoon counterweight, of fossilised walrus ivory, extensively engraved: North America, USA, Alaska, Bering Strait, St Lawrence Island, Ivetok, Old Bering Sea II Inuit, c. 100 - 300 AD",c. 100 - 300 AD,"Arctic, Old Bering Sea II",A.1993.124.png,"Archaeological finds from the Bering Sea region show ivory carving to be an ancient art form in the Arctic. In the 21st century, sculpture remains a vital expression of the importance of beliefs, hunting and the land.","Carved from fossilised walrus ivory, this harpoon counterweight from St Lawrence Island, Alaska, reflects the artistry of the Old Bering Sea II Inuit. Around 100–300 AD, Inuit hunters balanced their harpoons for greater accuracy when hunting marine animals. The intricate engravings are more than decoration—they show the deep connection between people, animals, and the Arctic environment. What stories do you see in its lines?",1293,37,64,2,4,50.86831081081081,43.86687500000002,26.5,20.75,POSITIVE,0.999840497970581,POSITIVE,0.9998687505722046,0.0,0.121,0.879,0.5719,0.0,0.062,0.938,0.4767,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1884.27.8,Kayak,"Model kayak, of sealskin, with paddles and harpoons: North America, Canada, Baffin Island, Inuit, late 19th century",Late 19th century,"Arctic, Inuit",A.1884.27.8.png,"Men hunted and travelled in kayaks. On Baffin Island, kayaks were used to hunt walruses, seals and beluga whales at the ice floe-edge. The Aleut kayaks, known as baidarkas, were finely engineered and seaworthy. Aleut men honoured the animal spirits with elaborate hunting outfits and visors.","This model kayak, crafted from sealskin in the late 19th century by Inuit makers on Baffin Island, represents the lifeline of Arctic peoples. Real kayaks like this one carried hunters safely across icy waters, enabling families to survive harsh environments. The included paddles and harpoons highlight ingenious skills passed down through generations. As you look closer, imagine the craftsmanship and connection to land and sea that shaped Inuit life.",1266,46,69,4,4,62.74510869565219,44.64798913043481,15.25,21.75,POSITIVE,0.9991580247879028,POSITIVE,0.9999380111694336,0.0,0.066,0.934,0.4939,0.038,0.107,0.855,0.6369,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1951.213,Wound plug,"Wound plug, one of three wooden plugs attached to each other by hide lashing, carved roughly in the form of a seal or walrus with eyes of blue glass beads: North America, USA, Alaska, Yup'ik or Inupiat, 19th - early 20th century",19th - early 20th century,"Iñupiaq, Yup'ik",A.1951.213.png,Specialized tools were used to attract and appease the animals being hunted. Caribou might be lured by a rattle of caribou hoof tips. A scratcher of seal claws would calm nervous seals by imitating their sounds when they were being stalked on the ice. Wound plugs saved precious blood from being wasted.,"This wound plug, carved in the shape of a seal or walrus and bound with hide lashing, was used by Yup'ik or Iñupiaq hunters in Alaska during the 19th and early 20th centuries. Blue glass beads form the eyes, evoking animal spirits and emphasizing respect for hunted creatures. The plug’s design connected practical need—stopping wounds during hunting—with cultural reverence for animals, showcasing the ingenuity and resilience of Arctic peoples. What details can you find that speak to the maker’s skill and way of life?",1330,52,84,4,4,73.24769230769233,49.55571428571429,16.25,27.75,POSITIVE,0.9963441491127014,POSITIVE,0.999974489212036,0.086,0.217,0.697,0.7964,0.02,0.036,0.944,0.34,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.UC.204,Parka,"Parka coat, of seal intestine: North America, USA, Alaska, Yup’ik or Inupiat, 1820s",1820s,"Iñupiaq, Yup'ik",A.UC.204.png,"Carefully sewn and made of sea mammal intestine, this parka is waterproof and was probably used for hunting in kayaks.","Crafted from translucent seal intestine in the 1820s, this parka protected Iñupiaq and Yup’ik hunters from wind and rain. Lightweight yet strong, it reflects deep respect for the Arctic environment and resourcefulness—every part of the hunted animal was valued. Imagine the care needed to stitch such delicate material, each seam a testament to human ingenuity and connection to the land.",1257,20,60,1,3,51.17500000000004,39.89500000000004,28.0,26.333333333333332,POSITIVE,0.93426513671875,POSITIVE,0.9999655485153198,0.0,0.073,0.927,0.128,0.0,0.239,0.761,0.9393,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.UC.224,Spear thrower,"Spear thrower, of spruce, with hook of ivory and carved back, used for propelling bird darts, etc: North America, USA, Alaska, Prince William Sound, Aleut, late 18th - early 19th century",Late 18th - early 19th century,"Arctic, Aleut",A.UC.224.png,"Spear throwers were used at sea to throw harpoons and darts further and faster, with the advantage that they only needed one hand.","This Aleut spear thrower, carved from spruce with an ivory hook, was crafted in Alaska’s Prince William Sound in the late 18th to early 19th century. Designed to propel bird darts, it reflects the ingenuity and skill of Arctic hunters relying on local resources. Imagine the hands that held this tool, aiming for survival and community sustenance in a challenging environment. What details can you find that tell a story of its maker and user?",1297,23,75,1,4,69.46391304347827,56.95575000000002,30.0,24.5,POSITIVE,0.9942881464958192,POSITIVE,0.999619483947754,0.0,0.198,0.802,0.6369,0.0,0.022,0.978,0.1531,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.805.26,Float,"Float, of walrus bladder or awak, attached to a bird dart to prevent it sinking: Americas, West Greenland, Niakonnat, Inuit, c. 1862",c. 1862,"Arctic, Inuit",A.805.26.png,Bladder and seal floats were used when hunting in kayaks. They slowed heavy sea mammals and eased the task of towing them back.,"This float, crafted from walrus bladder around 1862, was used by Inuit hunters in West Greenland. Attached to a bird dart, the float prevented the weapon from sinking into icy waters, making it easier to retrieve. Ingeniously using natural materials, Inuit communities demonstrate resourcefulness and adaptation to the Arctic environment, where every hunt was vital for survival.",1255,23,57,2,3,88.49293478260873,30.22368421052633,14.5,24.0,POSITIVE,0.9990448355674744,POSITIVE,0.9999685287475586,0.0,0.091,0.909,0.296,0.036,0.139,0.825,0.6597,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
IL.2021.17.43.1,Lamp,"Lamp, of soapstone, semicircular, used for burning seal oil: North America, Canada, Nunavut, Inuit, mid 19th century",Mid 19th century,"Arctic, Inuit",IL.2021.17.43.1.png,"Traditionally, seal blubber was pounded to make seal oil which provided heat and light. Wicks were made of dry moss and the flame was continuously tended.","Carved from soapstone, this Inuit lamp from Nunavut once burned seal oil, casting warmth and light into Arctic homes. More than a source of illumination, such lamps were central to daily life, sustaining families through long, dark winters. Notice the simple, sturdy design—shaped by necessity and skill—connecting us to generations who relied on resourcefulness and a profound understanding of their environment.",1257,26,61,2,3,66.74000000000002,41.96060109289621,17.5,25.333333333333332,POSITIVE,0.9134066700935364,POSITIVE,0.9999501705169678,0.0,0.0,1.0,0.0,0.0,0.049,0.951,0.4588,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
