museum_reference,title,description,date,style_culture,image,interpretation,GenAIinterpretation,tokens_used,wordCount,GenAIwordCount,sentenceCount,GenAIsentenceCount,fleschReadingEase,genAIfleschReadingEase,mcalpineEFLAW,genAImcalpineEFLAW,flairSentiment,flairScore,GenAIflairSentiment,GenAIflairScore,vadarNeg,vadarPos,vadarNeu,vadarCompound,GenAIvadarNeg,GenAIvadarPos,GenAIvadarNeu,GenAIvadarCompound,countTermsDetected,terms,issues,sources,genAIcountTermsDetected,genAIterms,genAIissues,genAIsources,racialBias,religiousBias,genderBias,ageBias,nationalityBias,sexualityBias,socioeconomicBias,educationalBias,disabilityBias,politicalBias,physicalBias,genAIracialBias,genAIreligiousBias,genAIgenderBias,genAIageBias,genAInationalityBias,genAIsexualityBias,genAIsocioeconomicBias,genAIeducationalBias,genAIdisabilityBias,genAIpoliticalBias,genAIphysicalBias
A.558.61,Dog harness,"Dog harness, consisting of a padded collar of tanned caribou skin with two traces of skin for fastening the dog to the sled, joined by a piece across the back: North America, Canada, Northwest Territories, Great Slave Lake, Fort Rae, Tłı̨chǫ, c. 1860",c. 1860,"Tłı̨chǫ, Athapaskan",A.558.61.png,"Dene travelled long distances in winter, carrying infants and household goods on their backs or pulling them on toboggans. Dog teams were introduced by European fur traders and soon became a part of Dene life. Dog teams are still important, though they are mainly kept for competitive racing.","This dog harness, made from tanned caribou skin around 1860, was crafted by Tłı̨chǫ people of the Northwest Territories. It reflects the deep relationship between humans and sled dogs in the North, where harnesses like this enabled travel, trade, and survival across snowy landscapes. Look closely at the careful stitching and padding—evidence of care for both tool and animal. What stories could this harness tell of journeys across Great Slave Lake?",1319,48,71,3,4,61.932500000000005,60.13142605633806,21.0,22.25,POSITIVE,0.985956072807312,POSITIVE,0.9963340759277344,0.025,0.072,0.903,0.3182,0.0,0.145,0.855,0.886,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.06281823664903641,0.0034760066773742437,0.0006698820507153869,0.0018291283631697297,0.7385514378547668,0.001965185860171914,0.17576098442077637,0.002373930299654603,0.002318338956683874,0.0006662971572950482,0.00957062654197216,0.1306609809398651,0.000752187508624047,0.00017858363571576774,0.00021647420362569392,0.8609189391136169,0.0002078455436276272,0.0050935884937644005,0.0005069539183750749,8.524450095137581e-05,0.0009461590088903904,0.000433084846008569
A.558.45,Hunting bag,"Model hunting bag, of netted babiche, decorated with horizontal bands of red pigment, skin thongs wrapped with yellow quills, and red wool tassels: North America, Canada, Northwest Territories, Fort Simpson, Tłı̨chǫ, c. 1860",c. 1860,"Tłı̨chǫ, Athapaskan",A.558.45.png,"Netted bags made from babiche (caribou rawhide thong) were used to carry game or provisions. Light, durable and expandable, they were slung on the back or under the arm. Decoration was typically on the visible side and accentuated by movement.","This hunting bag, crafted by the Tłı̨chǫ people around 1860, tells a story of skill, tradition, and connection to the land. Made of netted babiche, it is decorated with red pigment, yellow quill-wrapped thongs, and red wool tassels. Carried on hunts, it once held essential tools. Notice the detailed decoration—a reflection of both ingenuity and cultural meaning woven into everyday life.",1307,40,61,3,4,55.82666666666668,54.05461065573772,17.666666666666668,20.0,POSITIVE,0.9989063739776612,POSITIVE,0.9998441934585572,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.002237822860479355,0.0024384132120758295,0.0008454662165604532,0.000670465175062418,0.0009868299821391702,0.0006805034354329109,0.0699744001030922,0.0003060140006709844,0.0021369161549955606,0.0004755330446641892,0.9192476272583008,0.5042858719825745,0.008301673457026482,0.0002741380303632468,0.0006743126432411373,0.21589478850364685,0.0008281035698018968,0.2622116208076477,0.002405794570222497,0.00042948953341692686,0.0027072730008512735,0.001987019320949912
A.558.46,Hunting bag,"Hunting bag, of caribou leg-skins, sewn with sinew, with top of tanned caribou skin with a thong drawstring tie: North America, Canada, Northwest Territories, Fort Simpson, Tłı̨chǫ, c. 1860",c. 1860,"Tłı̨chǫ, Athapaskan",A.558.46.png,"No animal part was wasted. The leg skins of caribou and moose, for example, were used to make bags for storing sun-dried or smoke-dried meat.","Made by the Tłı̨chǫ people around 1860, this hunting bag from Fort Simpson was crafted from caribou leg-skins and skillfully sewn with sinew. Caribou were vital to Athapaskan life, providing food, clothing, and tools. This well-used bag reflects the resourcefulness and deep knowledge of the land and animals held by its maker, turning necessity into skilled, enduring craft.",1303,25,58,2,3,79.09150000000001,57.39442528735634,17.5,24.333333333333332,POSITIVE,0.9868287444114684,POSITIVE,0.9999754428863524,0.19,0.0,0.81,-0.6597,0.0,0.037,0.963,0.296,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.020744187757372856,0.008780370466411114,0.0016927473479881883,0.0016493942821398377,0.0028566515538841486,0.0008037470397539437,0.04603692889213562,0.00028745117015205324,0.0008253741543740034,0.0004214545770082623,0.9159016609191895,0.9344567656517029,0.003051433712244034,0.0001041671639541164,0.00022808837820775807,0.024371378123760223,0.00028905426734127104,0.03525001183152199,0.0007707566255703568,0.00020447075075935572,0.0006807451718486845,0.0005930383340455592
A.850.2,"Bag, smoking","Smoking bag, of tanned moose skin, lined with cotton print fabric and decorated with red and blue wool cloth, blue silk ribbon, green and white glass beads, blue and red wool tassels, and a fringe of skin thongs: North America, Canada, Northwest Territories, Fort Simpson, Tłı̨chǫ, c. 1862",c. 1862,"Tłı̨chǫ, Athapaskan",A.850.2.png,"Smoking bags typically contained supplies like flint, steel, tinder for fire making, a pipe and tobacco. They were suspended from the neck or folded over a belt.","Crafted by Tłı̨chǫ artisans around 1862, this smoking bag tells a story of resourcefulness and artistry. Made of tanned moose skin and lined with cotton, it is decorated with vibrant wool, silk ribbons, and intricate beadwork—materials that reflect trade and cultural exchange. Used to carry tobacco, such bags played a role in social and ceremonial life, connecting people through shared traditions. Explore the details and imagine the skilled hands that created and used it in the Northwest Territories of Canada.",1339,27,80,2,4,64.66583333333335,45.88750000000002,16.5,25.75,POSITIVE,0.6831958293914795,POSITIVE,0.9999608993530272,0.183,0.083,0.733,-0.4588,0.0,0.139,0.861,0.8689,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0009135196451097727,0.002939573721960187,0.0011802064254879951,0.039006996899843216,0.0007124441908672452,0.0007577519863843918,0.8500194549560547,0.0012737917713820934,0.004951399751007557,0.0012258654460310936,0.09701889753341675,0.10279539227485657,0.0014209512155503035,0.00022243022976908833,0.00016224391583818942,0.8891878724098206,0.000302239233860746,0.004180592019110918,0.0006360937841236591,5.34123282704968e-05,0.0007536940975114703,0.00028509501134976745
A.686.1,Toboggan,"Model passenger toboggan, of birchwood with upturned front and upright back rest, the sides and part of the top filled in with caribou skin parchment: North America, Canada, Northwest Territories, Denesuline, c. 1861",c. 1861,"Denesuline, Athapaskan",A.686.1.png,"Early toboggans were pulled by hand. This type, introduced by fur traders, was designed to transport passengers and was pulled by a dog team.","This Denesuline toboggan, crafted around 1861 in the Northwest Territories, reflects both ingenuity and resourcefulness. Birchwood and caribou skin form a sturdy, protective vessel, designed to carry people or supplies across snowbound landscapes. Imagine its journey—gliding behind a team, vital for winter survival and connection. Each curve and stitch speaks of the makers’ deep relationship with the northern environment.",1289,24,59,2,4,74.805,31.267139830508484,17.0,18.5,POSITIVE,0.947096824645996,POSITIVE,0.9999446868896484,0.0,0.127,0.873,0.4939,0.0,0.038,0.962,0.296,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.09610820561647415,0.0019449423998594284,0.00035601688432507217,0.0005811156588606536,0.051200155168771744,0.0007844694773666561,0.8421509265899658,0.0034349465277045965,0.0006962200859561563,0.0006514799897558987,0.0020917211659252644,0.0020322862546890974,9.680471703177318e-05,8.80500374478288e-05,3.9838185330154374e-05,0.9961813688278198,9.045868500834331e-05,0.000868338393047452,0.00016141729429364204,1.6558902643737383e-05,0.0003775166696868837,4.7452482249354944e-05
A.848.43,Canoe,"Model canoe, constructed of birch bark over a wooden frame, the seams stitched with split spruce roots, with gunwales, covered prow and stern with dark green European paint: North America, Canada, Northwest Territories, Slavey, c. 1862",c. 1862,"Slavey, Athapaskan",A.848.43.png,"Birchbark canoes were ideal for long-distance travel on lakes and rivers. They were light and easy to steer, and they could be easily repaired from forest materials.","This birch bark model canoe, crafted by the Slavey people of the Northwest Territories around 1862, reflects expert knowledge of local materials. Split spruce roots stitch the seams, while dark green European paint marks contact with colonial traders. Canoes like this one were vital for travel, trade, and survival, connecting communities along the waterways. Imagine a journey through northern forests—balanced between tradition and adaptation.",1285,27,64,2,4,64.66583333333335,41.22312500000001,17.0,19.0,POSITIVE,0.9997997879981996,POSITIVE,0.9999791383743286,0.0,0.266,0.734,0.8271,0.0,0.072,0.928,0.5719,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0032353983260691166,0.0014580183196812868,0.0005826594424434006,0.00037988656549714506,0.009507237933576107,0.00040005857590585947,0.9524698853492737,0.0012696939520537853,0.003928711637854576,0.00034977507311850786,0.026418698951601982,0.3882458806037903,0.0008144491584971547,0.00014692023978568614,0.00022094749147072434,0.6012953519821167,0.00015185933443717659,0.006339528597891331,0.0015296217752620578,6.0149661294417456e-05,0.0010673640063032508,0.0001278583804378286
A.480.6,Headdress,"Man's headdress, of tanned caribou skin mounted with seventeen grizzly bears' claws, the edge of the skin band overstitched with quills: North America, Canada, Northwest Territories, Dene, c. 1859",c. 1859,"Subarctic, Dene, Tłı̨chǫ, Athapaskan",A.480.6.png,"For the Dene, travelling requires cultural knowledge. People are responsible to the spirits that occupy the land who can help or hinder human activity. Spirits of animals such as bears are especially powerful. Traditionally, a hunter wore bear claws to proclaim his hunting success and his good relations with the spirit world.","This striking headdress, crafted c. 1859 by the Dene Tłı̨chǫ people, weaves together tanned caribou skin and seventeen grizzly bear claws. Such headdresses honored hunters, reflecting both personal skill and the deep spiritual bonds between people and animals in Dene culture. Imagine the wearer—marked by resilience and respect for the land—moving through the northern forests, each claw a reminder of strength, tradition, and the living histories of the Subarctic.",1318,52,69,4,4,48.84384615384619,47.10016304347829,17.5,22.25,POSITIVE,0.9629710912704468,POSITIVE,0.9999823570251464,0.0,0.267,0.733,0.9371,0.0,0.134,0.866,0.8779,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.2991615831851959,0.08738373219966888,0.0006717211799696088,0.0033879303373396397,0.07886824011802673,0.01673404686152935,0.4435504376888275,0.03761069476604462,0.007682677824050188,0.00712598254904151,0.017822910100221634,0.6003952026367188,0.01859135553240776,0.0004459307820070535,0.0007879377226345241,0.3361736536026001,0.002543536713346839,0.03045300953090191,0.0025723169092088938,0.0003544288338162005,0.0049152555875480175,0.0027673295699059963
A.848.49,Charm,"Charm, consisting of two loops of reindeer leather, bound with quillwork and fringed with feathers, worsted and beads: North America, Canada, Northwest Territories, Slavey, or Kaska / Nahane c. 1862",c. 1862,"Slavey, Nahane, Kaska, Athapaskan",A.848.49.png,Good relations with the spirits were elicited through dreams and vision quests. Amulets made of materials representing a spirit helper showed this relationship and protected the wearer.,"This intricate charm, crafted from reindeer leather, quillwork, feathers, worsted, and beads, once held deep spiritual significance for the Slavey or Kaska/Nahane peoples of Canada’s Northwest Territories. Created around 1862, such charms were carried for protection or guidance, each material carefully chosen for its meaning. As you look closely at the bound loops and delicate fringes, consider the hands that made and used this charm—imbuing it with hopes, beliefs, and connections to land and tradition.",1311,27,75,2,3,36.46583333333336,43.84400000000002,16.5,31.666666666666668,POSITIVE,0.9990164041519164,POSITIVE,0.9998284578323364,0.0,0.422,0.578,0.9118,0.0,0.2,0.8,0.9153,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.009809331968426704,0.12249632924795151,0.0036464889999479055,0.009392490610480309,0.0032688318751752377,0.0029720959719270468,0.3195442259311676,0.11423773318529129,0.36405786871910095,0.0010616624495014548,0.04951303079724312,0.7376120686531067,0.016631348058581352,0.0003320894029457122,0.00024754490004852414,0.23314061760902405,0.0007166723953559995,0.007340156938880682,0.0016309786587953568,0.00011365793761797249,0.0019568840507417917,0.0002779430360533297
A.850.4,Puberty Drinking Tube,"Puberty drinking tube, consisting of a swan's wing bone, decorated with a wrapping of braided porcupine quills and a fringe of thongs carrying blue and white beads: North America, Canada, Northwest Territories, Slavey, or Kaska / Nahane c. 1862",c. 1862,"Slavey, Athapaskan, Kaska",A.850.4.png,"Dene women carried out essential tasks and their training began in childhood. It intensified at puberty, when young women were thought to be spiritually powerful and lived and travelled apart. During this time they perfected sewing and quillwork skills and learned to be self-sufficient and industrious, qualities much admired in Dene society.","This puberty drinking tube, crafted from a swan’s wing bone and decorated with braided porcupine quills, thongs, and blue and white beads, marks a significant rite of passage for Slavey or Kaska youth in the Canadian Northwest Territories around 1862. Such objects connected young people to tradition, community, and the land, embodying stories of resilience, identity, and belonging. Consider how this carefully made tube helped guide individuals through an important life transition, linking past generations with those to come.",1319,52,79,3,3,41.19166666666669,31.25350210970467,22.333333333333332,32.333333333333336,POSITIVE,0.987131416797638,POSITIVE,0.9999651908874512,0.0,0.167,0.833,0.8689,0.0,0.066,0.934,0.4981,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,1.70910352608189e-05,3.738572559086606e-05,0.999778687953949,2.7342592147761025e-05,4.3044456106144935e-05,2.2301288481685333e-05,1.2765545761794783e-05,4.546613126876764e-05,5.034468358644517e-06,4.556068688543746e-06,6.3874708757794e-06,0.3709288537502289,0.004595367703586817,0.0004630938929039985,0.005305363796651363,0.4983091950416565,0.006760224234312773,0.0661114901304245,0.017817135900259018,0.0004743490135297179,0.028418131172657013,0.0008168291533365846
V.2007.85.1,Moccasin,"Child's moccasin, one of a pair, of animal hide, with beaded vamp in pink, blue and green design, with beaver fur trim: North America, Canada, Northwest Territories, Tłı̨chǫ, by Madeline Judas, 2007",2007,Tłı̨chǫ,V.2007.85.1.png,"Traditional Dene craft skills have evolved with the times. Some women carry on the ancient traditions of hide tanning, porcupine quillwork and skin sewing. Smoked hide mittens, moccasins and jackets decorated with floral beadwork are highly prized, given as gifts and worn on special occasions.","These child’s moccasins, crafted by Tłı̨chǫ artist Madeline Judas in 2007, blend tradition and care. Beaded with vivid pinks, blues, and greens, and trimmed in soft beaver fur, they celebrate Tłı̨chǫ artistry from Canada’s Northwest Territories. Each bead and stitch honours cultural identity, warmth, and the hopes invested in the next generation. Look closely: how do the colours and materials connect you to the hands that made them, and the child who wore them?",1323,45,74,3,4,54.37000000000003,61.15750000000001,18.333333333333332,24.0,POSITIVE,0.999411940574646,POSITIVE,0.999961256980896,0.108,0.123,0.769,0.4201,0.0,0.187,0.813,0.9423,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,2.545929964981042e-05,3.041452873731032e-05,0.9997413754463196,3.4720109397312626e-05,2.4658780603203923e-05,1.9753360902541317e-05,7.13449262548238e-05,8.411999260715675e-06,2.282619334437186e-06,1.8703996829572134e-05,2.2847310901852325e-05,0.005147525575011969,0.00018476147670298815,8.047834126045927e-05,0.00011109538900200278,0.9934396147727966,0.00011088919563917443,0.0004116424242965877,0.00016592013707850128,2.2006845028954558e-05,0.00026898024952970445,5.718068132409826e-05
A.848.12,Tunic,"Tunic, of tanned caribou skin, decorated with trade beads, dentalium shells and quilled fringe, part of a Gwich'in man's summer outfit: North America, Canada, Northwest Territories, Gwich'in, c. 1862",c. 1862,"Gwich'in, Athapaskan",A.848.12.png,"The plentiful use of trade goods in this summer outfit shows the absorption of imported materials into a distinctively Gwich' in style by the mid-19th century. An outfit with this many trade beads and dentalium shells reflected a man's wealth. It represented his hunting and trading abilities, while advertising his wife's skills as a tanner and seamstress.","This Gwich'in tunic, crafted around 1862 from tanned caribou skin and decorated with trade beads, dentalium shells, and quilled fringe, reflects the artistry and adaptability of its maker. Worn as part of a summer outfit, it reveals connections to trade, local resources, and cultural identity. Imagine the hands that stitched each bead, and the pride of its original wearer. Look closely: what do the patterns and materials tell you about Gwich'in traditions and life in the Northwest Territories?",1308,57,78,3,4,48.0342105263158,47.12711538461542,25.666666666666668,25.5,POSITIVE,0.9770143628120422,POSITIVE,0.9999828338623048,0.0,0.091,0.909,0.6369,0.027,0.058,0.915,0.3612,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.00042100789141841233,0.00012213179434183985,0.23823614418506622,0.0014427670976147056,0.0012886367039754987,0.0001128740914282389,0.7569637298583984,0.00017556213424541056,5.764708839706145e-05,0.00017312882118858397,0.001006304519250989,0.12578366696834564,0.0012812437489628792,0.000435783265857026,0.0001426204398740083,0.862085223197937,0.00019194405467715114,0.008187769912183285,0.0004605877911671996,4.3314350477885455e-05,0.0011564083397388458,0.0002314636076334864
A.1895.323,Bag,"Bag, of leather and sealskin, with bone stretcher and ivory fastenings: Americas, Greenland, Kingatak Island, Inuit, mid - late 19th century",Mid - late 19th century,"Arctic, Inuit",A.1895.323.png,The making and wearing of clothing and accessories changed seasonally. Clothing was made during the relevant hunting period. Caribou fur made lightweight and insulating clothing to be worn when it was cold and dry. Seal-fur clothing was waterproof and made after hunting on the ice.,"This Inuit bag, crafted from leather and sealskin with bone and ivory fastenings, comes from Kingatak Island, Greenland, in the mid–late 19th century. Durable and thoughtfully designed, such bags were used by Arctic peoples to safely carry valuable tools and personal items across harsh winter landscapes. Notice the careful stitching and strong materials—a testament to resourcefulness, skill, and the close relationship between Inuit communities and their environment.",1272,45,67,4,3,56.29625000000004,32.6442786069652,16.0,27.333333333333332,POSITIVE,0.7179230451583862,POSITIVE,0.9999804496765136,0.048,0.0,0.952,-0.296,0.037,0.179,0.784,0.875,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.3075317442417145,0.013939940370619297,0.0018926715711131692,0.0077653792686760426,0.07811564952135086,0.032745055854320526,0.4839637875556946,0.008598467335104942,0.0019386307103559375,0.017389774322509766,0.04611888900399208,0.04391276836395264,0.00037242035614326596,0.00014466195716522634,3.9725553506286815e-05,0.9541842937469482,7.393382111331448e-05,0.0005275240400806069,0.0005682605551555753,1.920062641147524e-05,6.653901073150337e-05,9.075976413441822e-05
A.1895.407,Coat,"Woman's parka or coat, of young reindeer skin, wolverine fur, wolf's hair, ermine skin, an eagle feather and tags of babiche: North America, Canada, Northwest Territories, Mackenzie Territory, Peel River, Mackenzie Delta Inuit",1930s,"Arctic, Inuit, Mackenzie Delta Inuit, Athapaskan",A.1895.407.png,"Inuit women of the territory around the Mackenzie River delta wore fine clothing with harmonious and detailed patterning of wolverine, wolf and ermine furs.","Crafted by Mackenzie Delta Inuit women in the 1930s, this parka blends reindeer skin, wolverine fur, wolf hair, ermine, eagle feather, and babiche tags. Each material speaks to resourcefulness and deep knowledge of the Arctic environment. Traditionally worn for warmth during harsh winters, this coat reflects cultural identity, connection to the land, and the artistry passed through generations. What details can you notice about how function and beauty are woven together in its design?",1309,24,74,1,4,27.37500000000003,44.00885135135138,30.0,23.75,POSITIVE,0.9997175335884094,POSITIVE,0.9999651908874512,0.0,0.179,0.821,0.5859,0.062,0.083,0.855,0.4019,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.12852951884269714,0.00260167196393013,0.8478145599365234,5.3873616707278416e-05,0.019725697115063667,0.00026642796001397073,0.00036086118780076504,0.00026159739354625344,4.798761801794171e-05,7.873882714193314e-05,0.00025901957997120917,0.383963018655777,0.0030939828138798475,0.5499087572097778,0.0001117059655371122,0.059829603880643845,0.0005480213440023363,0.0012733556795865297,0.00041968695586547256,6.051730451872572e-05,0.00025859836023300886,0.0005327410181052983
A.1934.289,Oomiak,"Flat bottomed model oomiak (boat), of sealskin, stretched over a wooden framework, commissioned by Isobel Wylie Hutchison: North America, South Greenland, Nanortalik, Kalaallit, c. 1927",c. 1927,Kalaallit,A.1934.289.png,"The umiaq is a large flat-bottomed boat used throughout the Arctic. In Greenland, umiaqs are crewed by woman, shown here wearing distinctive traditional dress.","This model oomiak—a flat-bottomed boat crafted from sealskin stretched over wood—was commissioned by explorer Isobel Wylie Hutchison in South Greenland around 1927. For the Kalaallit people, oomiaks were essential for travel, hunting, and community life. Imagine long journeys across Arctic waters, each oar stroke connecting families and traditions. Through this miniature, you glimpse the endurance and ingenuity of Kalaallit culture—stories woven with every rib and seam.",1287,24,66,2,4,60.70500000000001,29.86022727272729,15.5,20.0,POSITIVE,0.9969891905784608,POSITIVE,0.9999570846557616,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0015504048205912113,0.0006895700935274363,0.9553162455558777,2.1552938051172532e-05,0.041801732033491135,0.00022516754688695073,6.582932837773114e-05,5.764318848378025e-05,3.900080264429562e-05,6.419477722374722e-05,0.00016876835434231907,0.013813707046210766,0.0008673588163219392,0.0002660438185557723,7.638998067704961e-05,0.980166494846344,0.0004921526415273547,0.0026767640374600887,0.0005550357745960355,7.62511117500253e-05,0.0002937179524451494,0.0007159867673180997
A.1937.223,Ear ornament,"Ear ornaments, of ivory, with pendants of glass beads united by a string of beads: North America, USA, Alaska, Nunivak Island, Yup'ik, 1930s",1930s,Yup'ik,A.1937.223.png,"Jewellery honoured the souls of animals, enchanting them with pleasing sounds or lulling them to be hunted. It was worn as decoration and for protection. Before the trade in beads and metal, jewellery was made of animal fur, bones, teeth and claws.","These striking ivory ear ornaments, linked by a string of colorful glass beads, were crafted by Yup'ik people of Nunivak Island in the 1930s. Each bead was likely chosen with care, reflecting personal taste and cultural traditions. Such ornaments were worn for both beauty and identity, linking the wearer to their community and heritage. Look closely—how do the materials and colors convey stories of Yup'ik life in Alaska?",1274,42,68,3,4,69.75357142857145,50.2388235294118,19.666666666666668,22.0,POSITIVE,0.9991594552993774,POSITIVE,0.999910831451416,0.046,0.138,0.816,0.6597,0.03,0.096,0.874,0.7003,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.00021959454170428216,0.00037407761556096375,0.0013479804620146751,0.001402135007083416,0.0010896589374169707,0.0002847982686944306,0.9846346974372864,0.00725969672203064,0.0004768641374539584,7.509817078243941e-05,0.0028353796806186438,0.37281063199043274,0.0016809707740321755,0.00045782505185343325,0.00038627369212917984,0.6152293682098389,0.0006008468917571008,0.00679647596552968,0.0004520463407970965,0.0001540541707072407,0.000315067358314991,0.0011163655435666442
A.1937.236,Mask,"Composite mask, representing half-human, half-animal spirits, wood and feather: North America, USA, Alaska, Nunivak Island, Yup'ik, 1930s",1930s,Yup'ik,A.1937.236.png,"The Yup'ik believe in beings that straddle different worlds. This mask is of an ircinrrar, a spirit who is half-man and half-wolf.","Carved by a Yup’ik artist from Nunivak Island in the 1930s, this composite mask blends human and animal forms, reflecting beliefs in spirit connections and transformation. Used in ceremonial dances, the mask invokes ancestral and animal guardians who guide and protect the community. Look closely—each element, from feathers to outstretched hands, invites you to imagine the shifting boundaries between people, animals, and the spirit world.",1269,22,65,2,3,72.61545454545457,36.46794871794873,15.5,28.0,NEGATIVE,0.9897090792655944,POSITIVE,0.9999667406082152,0.0,0.078,0.922,0.1779,0.0,0.09,0.91,0.6124,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.9468661546707153,0.007632962893694639,0.00041455792961642146,0.0010202141711488366,0.01963680237531662,0.0006840600981377065,0.010135644115507603,0.00034325491287745535,0.0004926968249492347,0.0014554732479155064,0.011318116448819637,0.9315471053123474,0.009269525296986103,0.0012263073585927486,0.000569274416193366,0.025337733328342438,0.004680266138166189,0.008800700306892395,0.0020355465821921825,0.0008495890651829541,0.0125808697193861,0.0031030948739498854
A.UC.203,Mask,"Mask, of wood, of a human face, possibly a breast pendant, may be connected to preparations or celebrations surrounding a whale hunt: North America, USA, Alaska, Inupiat, 1820s",1820s,"Iñupiaq, Yup'ik",A.UC.203.png,"This lifelike mask is possibly a breast pendant. It may be connected to the preparations or celebrations surrounding a whale hunt which, even today, is dangerous and spiritually charged.","Carved in the 1820s by the Iñupiaq or Yup’ik peoples of Alaska, this wooden mask may have been worn as a pendant during whale hunt ceremonies. Masks like this connected the community to the spirit world, honoring animals and ancestors. Look closely: whose face might this evoke, and what stories might it have witnessed in the harsh Arctic landscape? Notice its human features, inviting us to imagine its role in tradition and survival.",1284,29,73,2,4,43.33818965517244,57.35508561643837,20.0,24.0,POSITIVE,0.7134236097335815,POSITIVE,0.999907612800598,0.164,0.0,0.836,-0.5994,0.063,0.121,0.816,0.5719,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0025545780081301928,0.02077915333211422,0.0056260377168655396,0.006455450318753719,0.014173535630106926,0.011072658933699131,0.016876833513379097,0.0018391225021332502,0.0030334889888763428,0.003129800083115697,0.9144593477249146,0.6208739876747131,0.0023757817689329386,0.0005371381994336843,0.0003545206564012915,0.3677383363246918,0.0013288194313645363,0.003405109280720353,0.0009273439645767212,0.0001266386971110478,0.0009640998323448002,0.0013682551216334105
A.1901.81,Drill bow,"Bow drill, of walrus ivory, engraved on both sides with hunting scenes: North America, USA, Alaska, Inupiat, 19th century",19th century,"Iñupiaq, Yup'ik",A.1901.81.png,"Bow drills were men's tools made of walrus ivory or bone. Generally bow drill handles were plain, but amongst the Inupiat they had detailed personal engravings. These intimate hunting scenes and animal tallies give us a direct insight into Inupiat male experience.","This 19th-century drill bow, carved from walrus ivory, comes from the Iñupiaq and Yup'ik peoples of Alaska. Engraved with vibrant hunting scenes, it tells stories of daily life and survival in the Arctic. Imagine the hands that shaped and used this tool, connecting generations through artistry, tradition, and ingenuity. What details do you notice in the carvings?",1263,42,57,3,4,45.582142857142856,52.855460526315795,17.333333333333332,18.25,POSITIVE,0.9998841285705566,POSITIVE,0.999980330467224,0.0,0.0,1.0,0.0,0.0,0.057,0.943,0.5267,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0003565182560123503,0.00010009768448071554,0.9990457892417908,8.27371513878461e-06,7.993791223270819e-05,6.636686157435179e-05,0.0001277019182452932,1.1332590474921744e-05,3.14767166855745e-05,5.85198613407556e-05,0.00011405967961763963,0.138527974486351,0.0014620505971834064,0.00028967729303985834,0.0002267395320814103,0.8558819890022278,0.0005533928633667529,0.0013466601958498359,0.0007001194171607494,7.085029210429639e-05,0.0006280517554841936,0.0003125417570117861
